SLstatus,same,same2,lc,sc,funcName,bootTime,openTime,addTime1,addTime2,addTime3,halfClose,halfEarn,closeTime,duration,name,symbol,side,closeType,openInfo,earn,earnRate,maxEarn,maxEarnRate,maxLoss,lossRate,x,Double,Fsum,GSum,stopEarn,stopLoss,stopLossWMA,stopLossWMA_B,oppo,subStatus
-1,0_0,0_0,20,1, fk8,04-14 10:40:40,04-14 10:40:50,none,none,none,none,0.00,04-14 12:26:05,105,N307924919,BROCCOLIF3BUSDT,long,oppo,,-19.38,-0.0136,8.39,0.0120,-26.58,-0.0380,0.70,0,10.91,-20.53,0,0,0,0,1,0
0,0_0,0_0,21,1, fk8,04-14 10:38:45,04-14 10:39:45,none,none,none,none,0.00,04-14 13:05:31,145,N341728814,OMUSDT,short,stopEarn,,32.18,0.0482,106.84,0.1801,-47.93,-0.0641,0.35,0,95.63,31.62,0,0,0,0,1,0
-1,0_0,0_0,40,4, fk8,04-14 13:00:44,04-14 13:00:54,none,none,none,none,0.00,04-14 13:42:09,41,N956475817,ARCUSDT,long,oppo,,-22.76,-0.0160,0.37,0.0005,-25.09,-0.0358,0.70,0,51.72,7.71,0,0,0,0,2,0
0,0_0,0_0,10,21, fk8,04-14 12:30:41,04-14 12:30:51,none,none,none,none,0.00,04-14 13:55:06,84,N495569146,STOUSDT,long,stopEarn,,-6.63,-0.0095,35.42,0.0506,-19.96,-0.0285,0.35,0,73.37,24.43,0,0,0,0,2,0
-1,0_0,0_0,11,4, fk8,04-14 11:16:26,04-14 11:16:36,none,none,none,none,0.00,04-14 14:05:41,169,N557324422,LISTAUSDT,long,oppo,,-34.38,-0.0241,23.74,0.0339,-34.38,-0.0362,0.70,0,60.21,-11.09,0,0,0,0,3,0
-1,0_0,0_0,27,0, fk8,04-14 10:45:51,04-14 10:46:01,none,none,none,none,0.00,04-14 14:15:36,209,N980309828,ALCHUSDT,long,oppo,,-25.09,-0.0176,1.56,0.0022,-25.90,-0.0370,0.70,0,104.56,-1.80,0,0,0,0,4,0
-1,0_0,0_0,33,6, fk8,04-14 13:16:48,04-14 13:16:58,none,none,none,none,0.00,04-14 14:53:43,96,N781566371,COWUSDT,long,oppo,,-23.81,-0.0167,22.97,0.0328,-25.72,-0.0367,0.70,0,97.82,-0.53,0,0,0,0,5,0
-1,0_0,0_0,46,6, fk8,04-14 13:01:47,04-14 13:01:57,none,none,none,none,0.00,04-14 14:55:02,113,N399156856,POPCATUSDT,long,oppo,,-23.43,-0.0165,5.73,0.0082,-24.73,-0.0353,0.70,0,147.19,-0.14,0,0,0,0,6,0
0,0_0,0_0,29,9, fk8,04-14 13:32:30,04-14 13:32:40,none,none,none,none,0.00,04-14 15:45:11,132,N520428223,BRUSDT,short,stopEarn,,33.33,0.0500,76.92,0.1235,-5.13,-0.0073,0.35,0,149.10,57.21,0,0,0,0,6,0
-1,0_0,0_0,30,0, fk8,04-14 10:46:06,04-14 10:46:16,none,none,none,none,0.00,04-14 16:02:31,316,N670493382,NEIROETHUSDT,long,oppo,,-26.28,-0.0184,4.06,0.0058,-26.28,-0.0359,0.70,0,98.13,29.78,0,0,0,0,7,0
0,0_0,0_0,11,4, fk8,04-14 11:16:26,04-14 11:16:46,none,none,none,none,0.00,04-14 16:12:00,295,N569357888,GOATUSDT,short,stopEarn,,24.51,0.0363,38.13,0.0576,-2.72,-0.0039,0.35,0,95.57,81.16,0,0,0,0,7,0
-1,0_0,0_0,7,9, fk8,04-14 13:00:44,04-14 13:42:14,none,none,none,none,0.00,04-14 16:25:24,163,N956475817,ARCUSDT,short,stopEarn,,-11.64,-0.0082,38.40,0.0282,-22.50,-0.0358,0.70,0,126.46,44.49,0,0,0,0,7,0
1,0_0,0_0,7,6, fk8,04-14 16:25:00,04-14 16:25:10,none,none,none,none,0.00,04-14 16:48:03,22,N235005996,VIDTUSDT,short,oppo,,-40.16,-0.0290,10.41,0.0151,-57.25,-0.0756,0.70,0,-3.98,3.26,0,0,0,0,8,0
0,0_0,0_0,10,13, fk8,04-14 12:38:57,04-14 12:39:07,none,none,none,none,0.00,04-14 17:55:33,316,N179039585,AVAAIUSDT,long,stopEarn,,78.08,0.1115,106.30,0.1519,-0.85,-0.0012,0.35,0,187.28,122.02,0,0,0,0,8,0
0,0_0,0_0,6,37, fk8,04-14 13:47:31,04-14 13:47:41,none,none,none,none,0.00,04-14 18:08:51,261,N170325523,OMUSDT,short,stopEarn,,56.13,0.0872,117.58,0.2019,-8.11,-0.0115,0.35,0,68.08,177.59,0,0,0,0,8,0
-1,0_0,0_0,7,5, fk8,04-14 10:46:06,04-14 16:02:36,none,none,none,none,0.00,04-14 18:21:35,138,N670493382,NEIROETHUSDT,short,stopLoss,,-146.20,-0.0946,38.27,0.0281,-146.20,-0.0946,0.70,0,-104.18,2.84,0,1,0,0,8,0
-1,0_0,0_0,9,15, fk8,04-14 10:46:06,04-14 18:21:40,none,none,none,none,0.00,04-14 18:22:38,0,N670493382,NEIROETHUSDT,short,stopLoss,,-140.07,-0.0910,0.00,0.0000,-140.07,-0.0946,0.70,0,-125.45,-138.34,0,2,0,0,8,0
-1,0_0,0_0,7,10, fk8,04-14 10:46:06,04-14 18:22:43,none,none,none,none,0.00,04-14 18:30:42,7,N670493382,NEIROETHUSDT,short,stopEarn,,79.21,0.0601,104.13,0.0806,-3.85,-0.0946,0.70,0,108.04,-60.25,0,2,0,0,8,0
0,0_0,0_0,5,72, fk8,04-14 15:03:25,04-14 15:03:35,none,none,none,none,0.00,04-14 18:36:03,212,N973011704,PIPPINUSDT,short,stopEarn,,13.66,0.0199,46.45,0.0711,-8.20,-0.0116,0.35,0,-217.46,-47.15,0,2,0,0,8,0
1,0_0,0_0,0,16, fk8,04-14 17:42:57,04-14 17:43:07,none,none,none,none,0.00,04-14 18:45:33,62,N237944968,PROMPTUSDT,short,oppo,,-27.78,-0.0198,0.82,0.0012,-27.95,-0.0384,0.70,0,-278.16,-76.02,0,2,0,0,9,0
-1,0_0,0_0,4,39, fk8,04-14 10:45:51,04-14 14:15:41,none,none,none,none,0.00,04-14 19:03:10,287,N980309828,ALCHUSDT,short,stopLoss,,-142.13,-0.0922,1.67,0.0012,-142.13,-0.0922,0.70,0,-260.16,-216.63,0,3,0,0,9,0
0,0_0,0_0,6,37, fk8,04-14 13:48:25,04-14 13:48:36,none,none,none,none,0.00,04-14 19:32:47,344,N523282183,FHEUSDT,short,stopEarn,,38.47,0.0582,117.35,0.2014,-10.55,-0.0149,0.35,0,28.47,-9.23,0,3,0,0,9,0
-1,0_0,0_0,31,3, fk8,04-14 10:45:51,04-14 19:03:15,none,none,none,none,0.00,04-14 19:34:20,31,N980309828,ALCHUSDT,short,stopEarn,,49.85,0.0369,142.81,0.1136,-26.64,-0.0922,0.70,0,-3.32,-129.98,0,3,0,0,9,0
0,0_0,0_0,16,7, fk8,04-14 18:30:58,04-14 18:31:08,none,none,none,none,0.00,04-14 20:35:12,124,N824069262,STOUSDT,long,stopEarn,,54.51,0.0779,124.88,0.1784,-10.47,-0.0150,0.35,0,-334.13,-76.03,0,3,0,0,9,0
0,0_0,0_0,25,4, fk8,04-14 19:36:10,04-14 19:36:20,none,none,none,none,0.00,04-14 20:55:19,78,N817305213,VTHOUSDT,long,stopEarn,,11.56,0.0165,90.63,0.1295,-5.66,-0.0081,0.35,0,-316.88,-65.02,0,3,0,0,9,0
