SLstatus,same,same2,lc,sc,funcName,bootTime,openTime,addTime1,addTime2,addTime3,halfClose,halfEarn,closeTime,duration,name,symbol,side,closeType,openInfo,earn,earnRate,maxEarn,maxEarnRate,maxLoss,lossRate,x,Double,Fsum,GSum,stopEarn,stopLoss,stopLossWMA,stopLossWMA_B,oppo,subStatus
0,0_0,0_0,20,192, fk3,04-24 13:17:23,04-24 13:18:13,none,none,none,none,0.00,04-24 13:58:13,40,N884665415,NMRUSDT,long,stopEarn,,0.08,0.0001,16.48,0.0235,-11.17,-0.0160,0.35,0,-21.08,-0.48,0,0,0,0,0,0
0,0_0,0_0,20,192, fk3,04-24 13:17:23,04-24 13:18:13,none,none,none,none,0.00,04-24 13:58:13,40,N963980368,MUBARAKUSDT,short,stopEarn,,3.17,0.0045,14.66,0.0214,-12.28,-0.0172,0.35,0,-22.05,2.61,0,0,0,0,0,0
0,0_0,0_0,27,143, fk3,04-24 13:58:18,04-24 13:58:28,none,none,none,none,0.00,04-24 14:00:55,2,N434964238,ALPACAUSDT,long,stopLoss,,-42.58,-0.0608,11.32,0.0162,-42.58,-0.0608,0.35,0,-53.08,-41.02,0,1,0,0,0,0
0,0_0,0_0,20,192, fk3,04-24 13:17:23,04-24 13:18:13,none,none,none,none,0.00,04-24 14:27:11,68,N381525914,MORPHOUSDT,short,stopLoss,,-21.13,-0.0293,5.20,0.0075,-21.13,-0.0293,0.35,0,-85.83,-62.70,0,2,0,0,0,0
0,0_0,0_0,40,86, fk3,04-24 14:27:16,04-24 14:27:26,none,none,none,none,0.00,04-24 14:27:46,0,N912683419,ALPACAUSDT,long,stopEarn,,5.64,0.0081,9.22,0.0132,-11.01,-0.0157,0.35,0,-84.51,-57.62,0,2,0,0,0,0
0,0_0,0_0,27,143, fk3,04-24 13:58:18,04-24 13:58:28,none,none,none,none,0.00,04-24 14:36:58,38,N975587670,JELLYJELLYUSDT,short,stopLoss,,-42.79,-0.0576,15.42,0.0225,-42.79,-0.0576,0.35,0,-127.32,-100.97,0,3,0,0,0,0
0,0_0,0_0,20,192, fk3,04-24 13:17:23,04-24 13:18:13,none,none,none,none,0.00,04-24 15:04:18,106,N437791765,BERAUSDT,short,stopEarn,,13.04,0.0190,17.46,0.0256,-0.60,-0.0009,0.35,0,-79.95,-88.48,0,3,0,0,0,0
0,0_0,0_0,36,102, fk3,04-24 15:04:23,04-24 15:04:33,none,none,none,none,0.00,04-24 15:07:04,2,N442398448,ALPACAUSDT,long,stopLoss,,-42.10,-0.0601,0.00,0.0000,-42.10,-0.0601,0.35,0,-110.38,-131.14,0,4,0,0,0,0
0,0_0,0_0,26,148, fk3,04-24 14:01:00,04-24 14:01:10,none,none,none,none,0.00,04-24 15:07:22,66,N333677982,KERNELUSDT,short,stopEarn,,18.54,0.0272,25.29,0.0375,-19.39,-0.0269,0.35,0,-110.15,-113.16,0,4,0,0,0,0
0,0_0,0_0,43,88, fk3,04-24 14:37:03,04-24 14:37:13,none,none,none,none,0.00,04-24 15:23:50,46,N342873988,PUMPUSDT,short,stopEarn,,10.62,0.0154,13.88,0.0202,-3.35,-0.0048,0.35,0,-92.45,-103.10,0,4,0,0,0,0
0,0_0,0_0,20,192, fk3,04-24 13:17:23,04-24 13:18:13,none,none,none,none,0.00,04-24 15:30:51,132,N780025604,BABYUSDT,short,stopEarn,,11.08,0.0161,14.89,0.0217,-9.77,-0.0138,0.35,0,-104.56,-92.58,0,4,0,0,0,0
0,0_0,0_0,31,67, fk3,04-24 15:23:55,04-24 15:24:05,none,none,none,none,0.00,04-24 15:36:52,12,N274848631,SYNUSDT,long,stopLoss,,-42.17,-0.0602,0.00,0.0000,-42.17,-0.0602,0.35,0,-126.24,-135.32,0,5,0,0,0,0
0,0_0,0_0,20,192, fk3,04-24 13:17:23,04-24 13:18:13,none,none,none,none,0.00,04-24 15:37:41,139,N744076252,BANANAS31USDT,short,stopEarn,,10.57,0.0153,14.29,0.0208,-10.87,-0.0153,0.35,0,-105.88,-125.31,0,5,0,0,0,0
0,0_0,0_0,36,102, fk3,04-24 15:07:09,04-24 15:07:19,none,none,none,none,0.00,04-24 15:47:19,40,N345252125,MUBARAKUSDT,short,stopEarn,,12.55,0.0183,18.01,0.0264,0.00,0.0000,0.35,0,-70.10,-113.32,0,5,0,0,0,0
0,0_0,0_0,40,86, fk3,04-24 14:27:51,04-24 14:28:01,none,none,none,none,0.00,04-24 15:50:35,82,N864683290,KOMAUSDT,long,stopLoss,,-42.90,-0.0613,1.16,0.0017,-42.90,-0.0613,0.35,0,-75.76,-156.78,0,6,0,0,0,0
