name,bootTime,openTime,addTime1,addTime2,addTime3,closeTime,duration,name,symbol,side,AISide,closeType,earn,earnRate,maxEarn,maxEarnRate,maxLoss,lossRate,x,Double,Fsum,GSum,stopEarn,stopLoss,stopLossWMA,stopLossWMA_B,oppo,subStatus
 z2,08-02 22:03:30,08-02 22:04:10,08-02 22:42:13,none,none,08-02 23:00:20,56,N535169922,XAIUSDT,short,oppo,oppo,50.26,0.0321,55.53,0.0356,-1.28,-0.0021,0.80,0,0.00,48.96,0,0,0,0,2,0
 z2,08-02 22:09:44,08-02 22:09:54,08-02 22:49:02,none,none,08-02 23:00:34,50,N116495998,VANRYUSDT,short,oppo,oppo,53.32,0.0341,53.32,0.0341,-2.32,-0.0039,0.80,0,0.00,100.98,0,0,0,0,4,0
 z2,08-02 22:05:00,08-02 22:05:10,08-02 22:50:09,none,none,08-02 23:05:40,60,N877066720,COTIUSDT,short,oppo,oppo,53.46,0.0342,55.43,0.0355,-0.66,-0.0011,0.80,0,0.00,153.14,0,0,0,0,6,0
 z2,08-02 20:34:29,08-02 20:34:39,08-02 21:45:48,none,none,08-02 23:06:45,152,N582879531,LQTYUSDT,long,oppo,stopLoss,-80.61,-0.0509,26.62,0.0303,-80.61,-0.0509,0.80,0,0.00,71.27,0,2,0,0,6,0
 z2,08-02 22:21:09,08-02 22:22:49,08-02 22:42:06,08-02 23:06:50,none,08-02 23:06:55,44,N229812649,TNSRUSDT,short,oppo,stopEarn,61.90,0.0237,70.55,0.0456,-0.27,-0.0004,1.30,0,0.00,212.89,2,2,0,0,6,0
 z2,08-02 22:07:40,08-02 22:07:50,08-02 22:53:42,none,none,08-02 23:11:20,63,N446352223,HIFIUSDT,short,oppo,oppo,58.28,0.0374,58.60,0.0376,-1.76,-0.0029,0.80,0,0.00,188.00,2,2,0,0,8,0
 z2,08-02 22:04:59,08-02 22:05:09,08-02 22:43:13,08-02 23:14:45,none,08-02 23:15:15,70,N578393834,YGGUSDT,short,oppo,stopEarn,63.45,0.0243,75.85,0.0452,-0.42,-0.0007,1.30,0,0.00,249.30,4,2,0,0,8,0
 z2,08-02 22:34:45,08-02 22:35:55,none,none,none,08-02 23:21:31,45,N873612962,ALTUSDT,long,oppo,stopLoss,-30.02,-0.0500,0.06,0.0001,-30.02,-0.0500,0.30,0,0.00,218.80,4,4,0,0,8,0
 z2,08-02 22:16:59,08-02 22:17:09,08-02 22:59:40,08-03 00:16:20,none,08-03 00:36:08,138,N171651724,SAGAUSDT,short,oppo,stopEarn,61.54,0.0236,94.29,0.0453,-11.33,-0.0185,1.30,0,0.00,278.19,6,4,0,0,8,0
 z2,08-02 22:56:35,08-02 22:56:45,none,none,none,08-03 03:40:32,283,N536100884,ARKMUSDT,long,oppo,stopLoss,-30.12,-0.0502,4.59,0.0077,-30.12,-0.0502,0.30,0,0.00,247.59,6,6,0,0,8,0
 z2,08-02 23:05:45,08-02 23:05:55,08-02 23:58:55,none,none,08-03 05:13:24,367,N306321416,MYROUSDT,long,oppo,stopLoss,-79.71,-0.0504,20.07,0.0300,-79.71,-0.0504,0.80,0,0.00,166.63,6,8,0,0,8,0
 z2,08-02 23:09:05,08-02 23:09:15,08-03 01:09:50,none,none,08-03 05:15:05,365,N196860985,1000PEPEUSDT,long,oppo,AICloseOppo,-67.60,-0.0427,25.18,0.0302,-73.33,-0.0464,0.80,0,0.00,178.73,6,8,0,0,8,0
 z2,08-02 23:30:05,08-02 23:30:15,08-02 23:50:29,none,none,08-03 05:30:53,360,N106659632,ARKUSDT,long,oppo,stopLoss,-79.58,-0.0503,25.73,0.0301,-79.58,-0.0503,0.80,0,0.00,85.78,6,10,0,0,8,0
 z2,08-03 05:35:10,08-03 05:35:20,none,none,none,08-03 08:30:01,174,N648452284,WIFUSDT,long,oppo,stopLoss,-30.01,-0.0500,5.47,0.0091,-30.01,-0.0500,0.30,0,0.00,55.29,6,12,0,0,8,0
 z2,08-02 23:17:25,08-02 23:17:35,08-02 23:58:08,none,none,08-03 09:04:36,587,N478083531,PEOPLEUSDT,long,oppo,stopLoss,-80.17,-0.0507,28.17,0.0301,-80.17,-0.0507,0.80,0,0.00,-26.14,6,14,0,0,8,0
 z2,08-02 23:09:04,08-02 23:09:14,08-02 23:45:20,none,none,08-03 09:05:33,596,N374737640,ONDOUSDT,long,oppo,stopLoss,-79.29,-0.0501,34.39,0.0300,-79.29,-0.0501,0.80,0,0.00,-25.26,6,16,0,0,8,0
 z2,08-02 23:04:35,08-02 23:04:45,none,none,none,08-03 09:10:30,605,N576011225,PENDLEUSDT,long,oppo,stopLoss,-30.04,-0.0501,13.02,0.0217,-30.04,-0.0501,0.30,0,0.00,-137.21,6,18,0,0,8,0
 z2,08-03 08:52:04,08-03 08:52:34,08-03 09:10:11,none,none,08-03 12:11:34,198,N727686212,HIFIUSDT,short,oppo,AICloseOppo,-77.15,-0.0455,21.99,0.0301,-77.15,-0.0455,0.80,0,0.00,-215.67,6,18,0,0,8,0
