SLstatus,same,same2,lc,sc,funcName,bootTime,openTime,addTime1,addTime2,addTime3,halfClose,halfEarn,closeTime,duration,name,symbol,side,closeType,openInfo,earn,earnRate,maxEarn,maxEarnRate,maxLoss,lossRate,x,Double,Fsum,GSum,stopEarn,stopLoss,stopLossWMA,stopLossWMA_B,oppo,subStatus
1,0_0,0_0,3,9, fk,04-13 14:37:30,04-13 14:37:40,none,none,none,none,0.00,04-13 15:36:26,58,N631247717,NULSUSDT,short,oppo,,-30.77,-0.0219,14.55,0.0212,-30.77,-0.0399,0.70,0,34.84,-31.87,0,0,0,0,1,0
0,0_0,0_0,5,11, fk,04-13 14:17:28,04-13 14:17:38,none,none,none,none,0.00,04-13 16:00:28,102,N389045917,BRUSDT,long,stopEarn,,30.07,0.0430,82.99,0.1186,-1.20,-0.0017,0.35,0,178.64,29.51,0,0,0,0,1,0
-1,0_0,0_0,3,6, fk,04-13 14:31:45,04-13 14:31:55,none,none,none,none,0.00,04-13 16:36:20,124,N135468666,JELLYJELLYUSDT,long,oppo,,-24.94,-0.0175,10.77,0.0154,-24.94,-0.0356,0.70,0,5.35,3.42,0,0,0,0,2,0
0,0_0,0_0,4,14, fk,04-13 13:55:41,04-13 13:55:51,none,none,none,none,0.00,04-13 17:05:22,189,N322213252,FORTHUSDT,long,stopEarn,,9.47,0.0135,39.61,0.0566,-7.10,-0.0101,0.35,0,20.46,38.42,0,0,0,0,2,0
1,0_0,0_0,3,11, fk,04-13 13:48:55,04-13 13:49:05,none,none,none,none,0.00,04-13 17:20:21,211,N230358463,ORCAUSDT,short,oppo,,-24.02,-0.0172,0.24,0.0003,-24.72,-0.0341,0.70,0,149.61,13.31,0,0,0,0,3,0
1,0_0,0_0,3,9, fk,04-13 14:37:30,04-13 15:36:31,none,none,none,none,0.00,04-13 17:38:43,122,N631247717,NULSUSDT,long,stopEarn,,14.00,0.0100,227.50,0.1625,-24.50,-0.0399,0.70,0,40.14,19.43,0,0,0,0,3,0
1,0_0,0_0,4,17, fk,04-13 13:57:42,04-13 13:57:52,none,none,none,none,0.00,04-13 18:14:37,256,N874412198,NEIROETHUSDT,short,oppo,,-24.45,-0.0175,9.46,0.0137,-24.85,-0.0343,0.70,0,-97.59,-6.11,0,0,0,0,4,0
1,0_0,0_0,2,17, fk,04-13 14:03:27,04-13 14:03:37,none,none,none,none,0.00,04-13 18:24:02,260,N720057651,FARTCOINUSDT,short,oppo,,-25.25,-0.0180,10.71,0.0155,-25.25,-0.0346,0.70,0,-88.02,-6.91,0,0,0,0,5,0
1,0_0,0_0,2,17, fk,04-13 13:50:50,04-13 13:51:00,none,none,none,none,0.00,04-13 18:38:16,287,N654900572,VINEUSDT,short,oppo,,-24.12,-0.0172,16.12,0.0236,-25.36,-0.0350,0.70,0,-100.21,-5.78,0,0,0,0,6,0
1,0_0,0_0,2,23, fk,04-13 16:00:33,04-13 16:00:53,none,none,none,none,0.00,04-13 18:50:58,170,N594280437,ARCUSDT,short,oppo,,-22.98,-0.0164,11.48,0.0167,-24.51,-0.0338,0.70,0,-54.18,-4.64,0,0,0,0,7,0
