name,bootTime,openTime,addTime1,addTime2,addTime3,closeTime,duration,name,symbol,side,AISide,closeType,earn,earnRate,maxEarn,maxEarnRate,maxLoss,lossRate,x,Double,Fsum,GSum,stopEarn,stopLoss,stopLossWMA,stopLossWMA_B,oppo,subStatus
 z1,08-05 15:38:09,08-05 15:39:19,08-05 15:48:35,08-05 16:21:24,none,08-05 16:22:24,43,F508611813_3m,RENDERUSDT,long,oppo,stopEarn,62.03,0.0245,87.74,0.0454,-2.12,-0.0025,1.30,0,0.00,60.02,2,0,0,0,0,0
 z1,08-05 15:41:13,08-05 15:41:13,08-05 16:39:57,08-05 16:42:56,none,08-05 16:43:02,61,N969437756,BONDUSDT,short,oppo,stopEarn,60.27,0.0231,69.82,0.0451,-21.76,-0.0350,1.30,0,0.00,118.14,4,0,0,0,0,0
 z1,08-05 15:46:53,08-05 15:46:53,08-05 16:49:37,08-05 16:55:20,none,08-05 16:59:32,72,N230189345,OMGUSDT,long,oppo,stopEarn,189.77,0.0751,259.83,0.1028,-8.30,-0.0138,1.30,0,0.00,305.90,6,0,0,0,0,0
 z1,08-05 16:13:08,08-05 16:13:18,08-05 16:42:52,08-05 17:12:59,none,08-05 17:13:04,59,N103825425,SKLUSDT,short,oppo,stopEarn,63.19,0.0242,70.17,0.0453,-7.38,-0.0121,1.30,0,0.00,366.94,8,0,0,0,0,0
 z1,08-05 15:37:58,08-05 15:38:08,none,none,none,08-05 17:17:15,99,O280285792,STMXUSDT,short,oppo,stopEarn,8.91,0.0151,16.70,0.0286,-6.68,-0.0110,0.30,0,0.00,375.37,10,0,0,0,0,0
 z1,08-05 16:45:12,08-05 16:45:22,none,none,none,08-05 18:21:45,96,N519494259,RENDERUSDT,long,oppo,stopLoss,-30.53,-0.0509,4.92,0.0082,-30.53,-0.0509,0.30,0,0.00,344.36,10,2,0,0,0,0
 z1,08-05 16:27:09,08-05 16:27:19,08-05 17:11:35,08-05 18:20:50,none,08-05 18:31:51,124,N757139688,SAGAUSDT,short,oppo,stopEarn,62.94,0.0241,95.67,0.0451,-2.53,-0.0042,1.30,0,0.00,405.15,12,2,0,0,0,2
 z1,08-05 15:46:53,08-05 15:46:53,none,none,none,08-05 18:33:13,166,N533335360,AAVEUSDT,long,oppo,oppo,-27.17,-0.0453,4.25,0.0071,-29.15,-0.0486,0.30,0,0.00,377.50,12,2,0,0,2,4
 z1,08-05 15:51:53,08-05 15:52:03,none,none,none,08-05 18:37:22,165,N973509144,JOEUSDT,long,oppo,stopLoss,-30.23,-0.0504,0.48,0.0008,-30.23,-0.0504,0.30,0,0.00,374.44,12,4,0,0,2,6
 z1,08-05 15:41:13,08-05 15:41:13,none,none,none,08-05 18:38:36,177,N559504331,MASKUSDT,long,oppo,stopLoss,-30.00,-0.0500,5.78,0.0096,-30.00,-0.0500,0.30,0,0.00,374.67,12,6,0,0,2,8
 z1,08-05 15:51:53,08-05 15:52:03,08-05 16:57:22,none,none,08-05 18:38:45,166,N923912619,TAOUSDT,long,oppo,AICloseOppo,-79.57,-0.0503,55.30,0.0350,-79.57,-0.0503,0.80,0,0.00,324.32,12,6,0,0,2,10
 z1,08-05 17:15:14,08-05 17:15:24,none,none,none,08-05 19:01:51,106,N712522718,GTCUSDT,long,oppo,stopLoss,-30.15,-0.0503,2.01,0.0034,-30.15,-0.0503,0.30,0,0.00,313.33,12,8,0,0,2,12
 z1,08-05 15:57:03,08-05 15:57:13,none,none,none,08-05 19:09:43,192,N697858447,LRCUSDT,long,oppo,oppo,-28.27,-0.0471,4.32,0.0072,-29.03,-0.0484,0.30,0,0.00,284.58,12,8,0,0,4,14
 z1,08-05 15:51:53,08-05 15:52:03,none,none,none,08-05 19:12:53,200,N261973645,ANKRUSDT,long,oppo,oppo,-25.59,-0.0426,2.18,0.0036,-29.67,-0.0495,0.30,0,0.00,287.26,12,8,0,0,6,16
 z1,08-05 15:51:53,08-05 15:52:03,none,none,none,08-05 19:12:55,200,N574646393,KLAYUSDT,long,oppo,oppo,-21.92,-0.0365,9.32,0.0155,-26.30,-0.0438,0.30,0,0.00,290.93,12,8,0,0,8,18
 z1,08-05 17:20:03,08-05 17:20:13,08-05 18:45:04,none,none,08-05 19:38:33,138,N541723617,OMGUSDT,long,oppo,AICloseOppo,-58.57,-0.0370,43.95,0.0314,-58.57,-0.0370,0.80,0,0.00,253.50,12,8,0,0,8,20
 z1,08-05 17:14:03,08-05 17:14:13,08-05 18:36:51,08-05 19:18:32,none,08-05 19:42:09,147,N426904883,STXUSDT,short,oppo,stopEarn,89.39,0.0346,133.82,0.0528,-14.04,-0.0182,1.30,0,0.00,400.57,14,8,0,0,8,22
 z1,08-05 17:20:03,08-05 19:39:03,none,none,none,08-05 20:04:05,25,N541723617,OMGUSDT,short,AIOpenOppo,AICloseOppo,-30.86,-0.0489,0.92,0.0015,-30.86,-0.0489,0.30,0,0.00,309.39,14,8,0,0,8,24
 z1,08-05 18:44:12,08-05 18:45:22,08-05 19:00:51,none,none,08-05 20:35:15,109,N286270446,DYDXUSDT,short,oppo,stopEarn,34.46,0.0218,58.25,0.0373,-25.96,-0.0158,0.80,0,0.00,433.72,16,8,0,0,8,26
 z1,08-05 15:51:53,08-05 19:12:58,none,none,none,08-05 20:53:28,100,N261973645,ANKRUSDT,short,oppo,stopEarn,12.32,0.0125,27.96,0.0288,-19.43,-0.0495,0.50,0,0.00,419.17,18,8,0,0,8,28
 z1,08-05 17:20:03,08-05 20:06:13,none,none,none,08-05 20:55:18,49,N541723617,OMGUSDT,long,oppo,stopLoss,-30.81,-0.0514,1.45,0.0024,-30.81,-0.0514,0.30,0,0.00,311.26,18,10,0,0,8,30
 z1,08-05 18:46:51,08-05 18:47:01,08-05 19:19:36,none,none,08-05 20:55:26,128,N428999298,TOKENUSDT,short,oppo,stopEarn,19.98,0.0125,56.38,0.0361,-48.81,-0.0293,0.80,0,0.00,452.41,20,10,0,0,8,32
 z1,08-05 15:46:53,08-05 18:33:18,08-05 19:33:50,none,none,08-05 20:55:43,142,N533335360,AAVEUSDT,short,oppo,stopEarn,24.46,0.0122,39.99,0.0302,-44.82,-0.0486,1.00,0,0.00,428.90,22,10,0,0,8,34
 z1,08-05 20:42:02,08-05 20:42:12,08-05 20:55:27,none,none,08-05 21:30:26,48,N780258615,KASUSDT,short,oppo,stopEarn,37.23,0.0236,69.00,0.0445,-13.33,-0.0085,0.80,0,0.00,346.51,24,10,0,0,8,36
 z1,08-05 20:59:53,08-05 21:00:03,none,none,none,08-05 21:33:12,33,N821266409,ONDOUSDT,short,oppo,AICloseOppo,-23.26,-0.0373,4.11,0.0069,-23.26,-0.0373,0.30,0,0.00,322.77,24,10,0,0,8,38
 z1,08-05 15:57:03,08-05 19:10:04,none,none,none,08-05 21:33:47,143,N697858447,LRCUSDT,short,oppo,AICloseOppo,-24.07,-0.0386,7.47,0.0126,-24.07,-0.0484,0.30,0,0.00,293.21,24,10,0,0,8,40
 z1,08-05 18:58:03,08-05 18:58:13,08-05 20:33:21,none,none,08-05 21:33:54,155,N686882155,HIFIUSDT,short,oppo,AICloseOppo,-56.83,-0.0339,20.89,0.0307,-56.83,-0.0339,0.80,0,0.00,288.38,24,10,0,0,8,42
 z1,08-05 15:51:53,08-05 18:38:53,08-05 20:33:21,none,none,08-05 21:34:01,175,N923912619,TAOUSDT,short,AIOpenOppo,AICloseOppo,-58.57,-0.0349,25.15,0.0303,-58.57,-0.0503,0.80,0,0.00,205.81,24,10,0,0,8,44
 z1,08-05 21:01:33,08-05 21:01:43,none,none,none,08-05 21:34:11,32,N596629417,TIAUSDT,short,oppo,AICloseOppo,-21.00,-0.0338,11.91,0.0202,-21.00,-0.0338,0.30,0,0.00,325.02,24,10,0,0,8,46
 z1,08-05 15:51:53,08-05 19:13:53,08-05 21:26:58,none,none,08-05 21:37:16,143,N574646393,KLAYUSDT,short,oppo,AICloseOppo,-57.20,-0.0342,19.14,0.0302,-57.20,-0.0438,0.80,0,0.00,265.61,24,10,0,0,8,48
 z1,08-05 19:43:09,08-05 19:43:19,none,none,none,08-05 21:37:20,114,N761715756,CYBERUSDT,short,oppo,AICloseOppo,-21.14,-0.0340,14.93,0.0255,-21.14,-0.0340,0.30,0,0.00,324.88,24,10,0,0,8,50
 z1,08-05 21:01:51,08-05 21:03:41,none,none,none,08-05 21:37:41,34,N247586874,MAVIAUSDT,short,oppo,AICloseOppo,-21.08,-0.0339,16.67,0.0286,-21.08,-0.0339,0.30,0,0.00,184.25,24,10,0,0,8,52
 z1,08-05 21:05:13,08-05 21:05:23,none,none,none,08-05 21:37:56,32,N539434552,DYDXUSDT,short,oppo,AICloseOppo,-21.53,-0.0346,13.89,0.0237,-21.53,-0.0346,0.30,0,0.00,183.80,24,10,0,0,8,54
 z1,08-05 19:05:14,08-05 19:05:24,none,none,none,08-05 21:37:56,152,N594180609,SEIUSDT,short,oppo,AICloseOppo,-21.15,-0.0341,14.58,0.0249,-21.15,-0.0341,0.30,0,0.00,184.18,24,10,0,0,8,55
 z1,08-05 21:31:26,08-05 21:32:36,none,none,none,08-05 21:48:49,16,N674477144,TONUSDT,short,oppo,AICloseOppo,-22.34,-0.0359,0.61,0.0010,-22.34,-0.0359,0.30,0,0.00,182.99,24,10,0,0,8,58
 z1,08-05 18:40:23,08-05 18:40:33,none,none,none,08-05 21:49:09,188,N553034824,IOTXUSDT,short,oppo,AICloseOppo,-23.43,-0.0376,14.10,0.0241,-23.43,-0.0376,0.30,0,0.00,181.90,24,10,0,0,8,60
 z1,08-05 20:59:53,08-05 21:33:54,08-05 21:45:33,08-05 21:51:58,none,08-05 21:53:32,19,N821266409,ONDOUSDT,long,AIOpenOppo,stopEarn,61.43,0.0243,81.46,0.0452,-3.35,-0.0373,1.30,0,0.00,241.49,26,10,0,0,8,62
 z1,08-05 15:37:58,08-05 19:39:38,none,none,none,08-05 22:00:40,141,shenfu,BTCUSDT,short,oppo,AICloseOppo,-25.56,-0.0409,15.18,0.0260,-25.56,-0.0409,0.30,0,0.00,215.47,26,10,0,0,8,64
 z1,08-05 19:43:09,08-05 21:38:10,08-05 21:54:05,none,none,08-05 22:10:33,32,N761715756,CYBERUSDT,long,AIOpenOppo,stopEarn,33.55,0.0212,65.25,0.0412,-7.68,-0.0340,0.80,0,0.00,252.16,28,10,0,0,8,66
 z1,08-05 15:57:03,08-05 21:34:04,08-05 21:46:41,08-05 22:14:41,none,08-05 22:15:28,41,N697858447,LRCUSDT,long,AIOpenOppo,stopEarn,59.33,0.0235,71.73,0.0451,-2.45,-0.0484,1.30,0,0.00,256.18,30,10,0,0,8,68
 z1,08-05 21:05:13,08-05 21:38:14,08-05 22:00:16,08-05 22:19:46,none,08-05 22:20:06,41,N539434552,DYDXUSDT,long,AIOpenOppo,stopEarn,61.46,0.0243,72.45,0.0458,-8.11,-0.0346,1.30,0,0.00,293.62,32,10,0,0,8,70
 z1,08-05 19:05:14,08-05 21:38:15,08-05 21:49:04,08-05 22:19:36,none,08-05 22:20:28,42,N594180609,SEIUSDT,long,AIOpenOppo,stopEarn,61.78,0.0244,74.23,0.0452,-2.50,-0.0341,1.30,0,0.00,294.32,34,10,0,0,8,72
 z1,08-05 15:51:53,08-05 21:37:53,08-05 21:52:08,08-05 22:16:20,none,08-05 22:23:03,45,N574646393,KLAYUSDT,long,AIOpenOppo,stopEarn,60.27,0.0238,87.43,0.0453,-4.45,-0.0438,1.30,0,0.00,233.55,36,10,0,0,8,74
 z1,08-05 18:58:03,08-05 21:34:04,08-05 22:00:17,08-05 22:40:16,none,08-05 22:46:23,72,N686882155,HIFIUSDT,long,AIOpenOppo,stopEarn,60.31,0.0238,90.30,0.0452,-3.59,-0.0339,1.30,0,0.00,309.31,38,10,0,0,8,76
 z1,08-05 21:01:33,08-05 21:34:34,08-05 22:00:15,08-05 22:18:39,none,08-05 23:01:38,87,N596629417,TIAUSDT,long,AIOpenOppo,stopEarn,120.42,0.0476,167.46,0.0662,-2.10,-0.0338,1.30,0,0.00,406.24,40,10,0,0,8,78
 z1,08-05 21:01:51,08-05 21:37:51,08-05 22:00:20,08-05 23:13:04,none,08-05 23:15:55,98,N247586874,MAVIAUSDT,long,AIOpenOppo,stopEarn,53.96,0.0214,87.15,0.0466,-11.48,-0.0339,1.30,0,0.00,436.63,42,10,0,0,8,80
