name,bootTime,openTime,addTime1,addTime2,addTime3,closeTime,duration,name,symbol,side,AISide,closeType,earn,earnRate,maxEarn,maxEarnRate,maxLoss,lossRate,x,Double,Fsum,GSum,stopEarn,stopLoss,stopLossWMA,stopLossWMA_B,oppo,subStatus
 macd3,08-02 16:03:07,08-02 16:03:17,none,none,none,08-02 16:45:37,42,O948480952,RIFUSDT,short,zero,oppo,-21.32,-0.0343,0.06,0.0001,-24.80,-0.0397,0.30,0,0.00,-21.80,0,0,0,0,2,0
 macd3,08-02 16:03:07,08-02 16:03:17,none,none,none,08-02 16:50:07,46,O942627383,APEUSDT,long,zero,macdSubOppo,-0.26,-0.0004,2.00,0.0033,-6.87,-0.0115,0.30,0,0.00,-0.74,0,0,0,0,2,0
 macd3,08-02 16:30:32,08-02 16:30:42,none,none,none,08-02 17:15:22,44,N543159471,RENDERUSDT,short,zero,oppo,-1.00,-0.0017,0.33,0.0006,-5.56,-0.0092,0.30,0,-0.74,-2.22,0,0,0,0,4,0
 macd3,08-02 16:03:07,08-02 16:03:17,none,none,none,08-02 17:50:37,107,O755201430,AAVEUSDT,long,zero,oppo,-7.12,-0.0119,3.25,0.0054,-8.62,-0.0144,0.30,0,-0.74,-8.34,0,0,0,0,6,0
 macd3,08-02 16:07:42,08-02 16:07:52,none,none,none,08-02 18:10:12,122,N750835113,JTOUSDT,long,zero,oppo,-0.98,-0.0016,6.40,0.0107,-2.61,-0.0044,0.30,0,-0.74,-2.21,0,0,0,0,8,0
 macd3,08-02 16:30:32,08-02 17:15:32,none,none,none,08-02 18:15:42,60,N543159471,RENDERUSDT,long,zero,oppo,-5.55,-0.0092,0.78,0.0013,-6.88,-0.0115,0.30,0,-0.74,-8.25,0,0,0,0,10,0
 macd3,08-02 16:08:17,08-02 16:08:27,none,none,none,08-02 18:55:17,166,N820248787,STORJUSDT,long,zero,oppo,-13.46,-0.0224,0.00,0.0000,-14.85,-0.0247,0.30,0,-0.74,-14.68,0,0,0,0,12,0
 macd3,08-02 16:03:07,08-02 17:51:07,none,none,none,08-02 19:00:37,69,O755201430,AAVEUSDT,short,zero,oppo,-8.41,-0.0138,0.10,0.0002,-9.62,-0.0158,0.30,0,-0.74,-17.23,0,0,0,0,14,0
 macd3,08-02 16:07:42,08-02 18:10:42,none,none,none,08-02 19:05:42,54,N750835113,JTOUSDT,short,zero,macdSubOppo,-1.07,-0.0018,0.02,0.0000,-7.62,-0.0125,0.30,0,-0.74,-3.76,0,0,0,0,14,0
 macd3,08-02 16:03:07,08-02 16:03:17,none,none,none,08-02 19:15:47,192,O169368470,OMUSDT,long,zero,oppo,11.25,0.0188,16.82,0.0280,-5.94,-0.0099,0.30,0,-3.76,7.02,0,0,0,0,16,0
 macd3,08-02 16:03:07,08-02 16:46:07,08-02 18:00:20,none,none,08-02 19:30:47,164,O948480952,RIFUSDT,long,zero,oppo,-0.45,-0.0003,25.16,0.0305,-15.47,-0.0397,0.80,0,-3.76,-27.27,0,0,0,0,18,0
 macd3,08-02 16:03:07,08-02 18:45:37,none,none,none,08-02 19:30:47,45,shenfu,BTCUSDT,short,zero,oppo,-2.87,-0.0048,0.06,0.0001,-3.93,-0.0065,0.30,0,-3.76,-7.10,0,0,0,0,20,0
 macd3,08-02 16:03:07,08-02 16:03:17,none,none,none,08-02 20:04:07,240,O436982507,SKLUSDT,long,zero,oppo,2.27,0.0038,12.51,0.0208,-6.25,-0.0104,0.30,0,-3.76,-1.96,0,0,0,0,22,0
 macd3,08-02 16:08:17,08-02 18:55:22,none,none,none,08-02 20:20:27,85,N820248787,STORJUSDT,short,zero,oppo,-6.86,-0.0068,4.50,0.0045,-17.99,-0.0247,0.50,0,-3.76,-25.36,0,0,0,0,24,0
 macd3,08-02 16:03:07,08-02 19:16:07,none,none,none,08-02 20:25:07,68,O169368470,OMUSDT,short,zero,macdSubOppo,-2.36,-0.0039,0.00,0.0000,-6.72,-0.0111,0.30,0,-3.76,4.18,0,0,0,0,24,0
 macd3,08-02 16:13:27,08-02 16:13:37,08-02 19:04:25,none,none,08-02 20:25:37,252,N614195633,MYROUSDT,long,zero,oppo,2.61,0.0017,24.21,0.0301,-3.20,-0.0053,0.80,0,-3.76,-2.40,0,0,0,0,26,0
 macd3,08-02 16:05:42,08-02 16:05:52,none,none,none,08-02 20:35:12,269,N230943320,FETUSDT,long,zero,oppo,7.93,0.0132,17.44,0.0291,-5.76,-0.0096,0.30,0,4.18,11.63,0,0,0,0,28,0
 macd3,08-02 16:03:07,08-02 19:31:07,none,none,none,08-02 20:35:37,64,shenfu,BTCUSDT,long,zero,oppo,-3.52,-0.0059,0.05,0.0001,-6.77,-0.0113,0.30,0,4.18,-3.16,0,0,0,0,30,0
 macd3,08-02 16:13:27,08-02 20:26:29,none,none,none,08-02 20:40:27,13,N614195633,MYROUSDT,short,zero,macdSubOppo,-2.02,-0.0034,3.83,0.0064,-7.71,-0.0127,0.30,0,4.18,3.03,0,0,0,0,30,0
 macd3,08-02 19:10:52,08-02 19:11:02,none,none,none,08-02 20:45:32,94,N683829745,STMXUSDT,long,zero,oppo,-17.45,-0.0291,12.08,0.0201,-20.81,-0.0347,0.30,0,3.03,-14.90,0,0,0,0,32,0
 macd3,08-02 16:10:52,08-02 16:11:12,none,none,none,08-02 21:05:22,294,N101767929,PHBUSDT,long,zero,oppo,6.91,0.0115,11.48,0.0191,-5.57,-0.0093,0.30,0,3.03,9.46,0,0,0,0,34,0
 macd3,08-02 16:08:17,08-02 20:21:17,none,none,none,08-02 21:10:29,49,N820248787,STORJUSDT,long,zero,oppo,-7.61,-0.0127,0.70,0.0012,-8.60,-0.0247,0.30,0,3.03,-26.67,0,0,0,0,36,0
 macd3,08-02 16:03:07,08-02 19:01:07,none,none,none,08-02 21:25:27,144,O755201430,AAVEUSDT,long,zero,oppo,-2.11,-0.0035,8.25,0.0137,-5.98,-0.0158,0.30,0,3.03,-16.05,0,0,0,0,38,0
 macd3,08-02 16:03:07,08-02 20:36:07,none,none,none,08-02 21:42:07,65,shenfu,BTCUSDT,short,zero,oppo,-9.30,-0.0153,1.43,0.0024,-9.81,-0.0161,0.30,0,3.03,-14.08,0,0,0,0,40,0
 macd3,08-02 20:50:47,08-02 20:50:57,none,none,none,08-02 21:55:50,64,N967821320,XEMUSDT,long,zero,macdSubOppo,0.00,0.0000,7.14,0.0119,-14.29,-0.0238,0.30,0,3.03,2.55,0,0,0,0,40,0
 macd3,08-02 20:34:57,08-02 20:35:07,none,none,none,08-02 22:15:37,100,N859334527,LQTYUSDT,short,zero,oppo,-5.74,-0.0095,5.33,0.0090,-21.98,-0.0353,0.30,0,2.55,-3.67,0,0,0,0,42,0
 macd3,08-02 16:30:32,08-02 18:16:32,08-02 21:11:39,08-02 22:50:24,none,08-02 22:51:16,274,N543159471,RENDERUSDT,short,zero,stopEarn,63.12,0.0242,74.50,0.0451,-31.14,-0.0189,1.30,0,2.55,56.01,2,0,0,0,42,0
 macd3,08-02 16:03:07,08-02 21:42:12,none,none,none,08-02 22:55:17,73,shenfu,BTCUSDT,long,zero,oppo,-29.60,-0.0296,2.23,0.0022,-29.77,-0.0298,0.50,0,2.55,-44.96,2,0,0,0,44,0
 macd3,08-02 16:03:07,08-02 16:03:17,08-02 21:40:55,none,none,08-02 23:00:27,417,O272522273,PIXELUSDT,long,zero,oppo,-68.29,-0.0432,35.06,0.0302,-72.98,-0.0461,0.80,0,2.55,-67.00,2,0,0,0,46,0
 macd3,08-02 16:52:42,08-02 16:52:52,08-02 21:41:16,none,none,08-02 23:00:30,367,N763174979,LINAUSDT,long,zero,oppo,-51.04,-0.0323,27.89,0.0313,-54.08,-0.0342,0.80,0,2.55,-49.75,2,0,0,0,48,0
 macd3,08-02 21:58:22,08-02 21:58:32,none,none,none,08-02 23:04:35,66,N937756502,SAGAUSDT,long,zero,stopLoss,-30.08,-0.0501,2.08,0.0035,-30.08,-0.0501,0.30,0,2.55,-28.02,2,2,0,0,48,0
 macd3,08-02 16:03:07,08-02 19:31:07,08-02 22:20:24,08-02 23:11:15,none,08-02 23:12:48,221,O948480952,RIFUSDT,short,zero,stopEarn,63.42,0.0243,73.40,0.0451,-5.83,-0.0397,1.30,0,-28.02,9.74,4,2,0,0,48,0
 macd3,08-02 16:03:07,08-02 21:26:07,08-02 22:10:49,08-02 23:14:47,none,08-02 23:15:07,109,O755201430,AAVEUSDT,short,zero,stopEarn,63.22,0.0243,71.11,0.0450,-3.99,-0.0158,1.30,0,-28.02,13.98,6,2,0,0,48,0
 macd3,08-02 16:03:07,08-02 20:04:12,08-02 20:46:47,08-02 23:04:35,none,08-02 23:24:23,200,O436982507,SKLUSDT,short,zero,stopEarn,86.80,0.0289,127.68,0.0453,-13.16,-0.0104,1.50,0,-28.02,58.09,8,2,0,0,48,0
 macd3,08-02 20:34:57,08-02 22:15:57,none,none,none,08-02 23:25:47,69,N859334527,LQTYUSDT,long,zero,oppo,-23.42,-0.0390,6.42,0.0107,-29.92,-0.0499,0.30,0,58.09,27.98,8,2,0,0,50,0
 macd3,08-02 16:05:42,08-02 20:35:42,08-02 22:54:48,none,none,08-03 00:40:22,244,N230943320,FETUSDT,short,zero,oppo,-21.29,-0.0130,37.10,0.0306,-39.88,-0.0254,0.80,0,58.09,42.95,8,2,0,0,52,0
 macd3,08-02 16:30:32,08-02 22:51:32,08-02 23:14:47,none,none,08-03 00:45:32,113,N543159471,RENDERUSDT,short,zero,oppo,-48.81,-0.0293,17.63,0.0303,-63.20,-0.0376,0.80,0,58.09,61.45,8,2,0,0,54,0
 macd3,08-02 16:52:42,08-02 23:00:42,none,none,none,08-03 01:00:12,119,N763174979,LINAUSDT,short,zero,oppo,1.19,0.0020,16.67,0.0286,-4.76,-0.0342,0.30,0,58.09,6.50,8,2,0,0,56,0
 macd3,08-02 16:03:07,08-02 23:16:07,none,none,none,08-03 01:00:27,104,O755201430,AAVEUSDT,short,zero,oppo,-11.83,-0.0193,12.16,0.0207,-15.41,-0.0250,0.30,0,58.09,87.78,8,2,0,0,58,0
 macd3,08-02 23:24:27,08-02 23:24:37,none,none,none,08-03 01:05:47,101,N953052795,PENDLEUSDT,short,zero,oppo,-6.29,-0.0104,8.42,0.0142,-16.48,-0.0267,0.30,0,58.09,51.33,8,2,0,0,60,0
 macd3,08-02 16:03:07,08-02 22:56:07,none,none,none,08-03 01:10:17,134,shenfu,BTCUSDT,short,zero,oppo,0.33,0.0006,9.22,0.0156,-2.52,-0.0298,0.30,0,58.09,10.45,8,2,0,0,62,0
 macd3,08-02 16:03:07,08-02 23:13:07,none,none,none,08-03 01:10:17,117,O948480952,RIFUSDT,short,zero,oppo,-3.83,-0.0064,10.23,0.0173,-11.31,-0.0397,0.30,0,58.09,91.54,8,2,0,0,64,0
 macd3,08-02 16:03:07,08-02 23:01:07,none,none,none,08-03 01:15:27,134,O272522273,PIXELUSDT,short,zero,oppo,-4.09,-0.0068,17.12,0.0294,-9.68,-0.0461,0.30,0,58.09,-16.03,8,2,0,0,66,0
