SLstatus,same,same2,lc,sc,funcName,bootTime,openTime,addTime1,addTime2,addTime3,halfClose,halfEarn,closeTime,duration,name,symbol,side,closeType,openInfo,earn,earnRate,maxEarn,maxEarnRate,maxLoss,lossRate,x,Double,Fsum,GSum,stopEarn,stopLoss,stopLossWMA,stopLossWMA_B,oppo,subStatus
0,0_0,0_0,18,225, fk3,04-24 13:11:24,04-24 13:13:15,none,none,none,none,0.00,04-24 13:34:17,21,N249963533,TRUMPUSDT,short,stopEarn,,8.46,0.0122,13.86,0.0202,-1.93,-0.0028,0.35,0,25.52,7.90,0,0,0,0,0,0
0,0_0,0_0,18,225, fk3,04-24 13:11:24,04-24 13:13:14,none,none,none,none,0.00,04-24 13:41:49,28,N596279752,JELLYJELLYUSDT,short,stopEarn,,10.47,0.0152,19.40,0.0285,-8.32,-0.0117,0.35,0,5.29,17.81,0,0,0,0,0,0
0,0_0,0_0,25,178, fk3,04-24 13:34:22,04-24 13:34:32,none,none,none,none,0.00,04-24 13:50:39,16,N499858601,ALPACAUSDT,long,stopLoss,,-42.69,-0.0610,41.66,0.0595,-42.69,-0.0610,0.35,0,-32.71,-25.43,0,1,0,0,0,0
0,0_0,0_0,18,225, fk3,04-24 13:11:24,04-24 13:13:14,none,none,none,none,0.00,04-24 13:52:29,39,N284607896,ZEREBROUSDT,short,stopLoss,,-42.28,-0.0570,3.07,0.0044,-42.28,-0.0570,0.35,0,-68.43,-68.27,0,2,0,0,0,0
0,0_0,0_0,18,225, fk3,04-24 13:11:24,04-24 13:13:15,none,none,none,none,0.00,04-24 13:53:15,40,N894915264,BRETTUSDT,short,stopEarn,,9.26,0.0134,16.89,0.0247,-2.32,-0.0033,0.35,0,-65.01,-59.57,0,2,0,0,0,0
0,0_0,0_0,18,225, fk3,04-24 13:11:24,04-24 13:13:15,none,none,none,none,0.00,04-24 13:53:15,40,N272696608,MUBARAKUSDT,short,stopEarn,,9.11,0.0132,15.05,0.0220,-11.88,-0.0167,0.35,0,-74.51,-59.72,0,2,0,0,0,0
0,0_0,0_0,18,225, fk3,04-24 13:11:24,04-24 13:13:15,none,none,none,none,0.00,04-24 13:53:15,40,N113103691,PROMPTUSDT,long,stopEarn,,18.00,0.0257,26.05,0.0372,-8.05,-0.0115,0.35,0,-84.03,-50.83,0,2,0,0,0,0
0,0_0,0_0,18,225, fk3,04-24 13:11:24,04-24 13:13:15,none,none,none,none,0.00,04-24 14:17:17,64,N743377482,BANKUSDT,short,stopEarn,,11.87,0.0173,16.10,0.0235,-7.04,-0.0100,0.35,0,-47.77,-22.27,0,2,0,0,0,0
0,0_0,0_0,36,152, fk3,04-24 14:17:22,04-24 14:17:32,none,none,none,none,0.00,04-24 14:17:54,0,N396529838,ALPACAUSDT,long,stopEarn,,7.96,0.0114,7.96,0.0114,-1.01,-0.0014,0.35,0,-45.29,-14.87,0,2,0,0,0,0
0,0_0,0_0,26,171, fk3,04-24 13:41:54,04-24 13:42:04,none,none,none,none,0.00,04-24 14:22:04,40,N390507219,MAVIAUSDT,long,stopEarn,,3.40,0.0049,15.28,0.0218,-7.36,-0.0105,0.35,0,-41.74,-12.04,0,2,0,0,0,0
0,0_0,0_0,32,115, fk3,04-24 13:53:20,04-24 13:53:30,none,none,none,none,0.00,04-24 14:25:15,31,N713545813,MELANIAUSDT,short,stopEarn,,4.10,0.0059,14.26,0.0208,-5.77,-0.0082,0.35,0,-64.30,-8.50,0,2,0,0,0,0
0,0_0,0_0,36,152, fk3,04-24 14:17:59,04-24 14:18:09,none,none,none,none,0.00,04-24 14:36:28,18,N478008430,JELLYJELLYUSDT,short,stopLoss,,-43.75,-0.0588,2.55,0.0037,-43.75,-0.0588,0.35,0,-105.90,-52.81,0,3,0,0,0,0
0,0_0,0_0,43,88, fk3,04-24 14:36:33,04-24 14:36:43,none,none,none,none,0.00,04-24 14:40:35,3,N494519519,ALPACAUSDT,long,stopEarn,,7.44,0.0106,8.98,0.0128,-9.54,-0.0136,0.35,0,-129.10,-45.93,0,3,0,0,0,0
