SLstatus,same,same2,lc,sc,funcName,bootTime,openTime,addTime1,addTime2,addTime3,halfClose,halfEarn,closeTime,duration,name,symbol,side,closeType,openInfo,earn,earnRate,maxEarn,maxEarnRate,maxLoss,lossRate,x,Double,Fsum,GSum,stopEarn,stopLoss,stopLossWMA,stopLossWMA_B,oppo,subStatus
-1,0_0,0_0,13,6, fk6,04-14 11:16:28,04-14 11:16:38,none,none,none,none,0.00,04-14 12:09:33,52,N310873531,PUMPUSDT,long,oppo,,-18.84,-0.0133,5.49,0.0078,-24.54,-0.0351,0.70,0,42.04,-19.99,0,0,0,0,1,0
-1,0_0,0_0,23,1, fk6,04-14 10:38:45,04-14 10:39:45,none,none,none,none,0.00,04-14 12:26:00,106,N972120487,BROCCOLIF3BUSDT,long,oppo,,-16.62,-0.0117,8.95,0.0128,-26.09,-0.0373,0.70,0,61.40,-17.76,0,0,0,0,2,0
0,0_0,0_0,23,1, fk6,04-14 10:38:45,04-14 10:39:45,none,none,none,none,0.00,04-14 13:05:31,145,N859726737,OMUSDT,short,stopEarn,,31.63,0.0473,106.91,0.1803,-48.15,-0.0644,0.35,0,112.49,31.07,0,0,0,0,2,0
-1,0_0,0_0,54,8, fk6,04-14 13:00:50,04-14 13:01:00,none,none,none,none,0.00,04-14 13:42:15,41,N952662546,ARCUSDT,long,oppo,,-24.91,-0.0175,0.00,0.0000,-26.20,-0.0374,0.70,0,146.02,5.02,0,0,0,0,3,0
0,0_0,0_0,35,0, fk6,04-14 10:46:07,04-14 10:46:17,none,none,none,none,0.00,04-14 13:55:42,189,N645964461,STOUSDT,long,stopEarn,,31.63,0.0452,76.25,0.1089,-13.99,-0.0200,0.35,0,143.00,62.14,0,0,0,0,3,0
-1,0_0,0_0,23,1, fk6,04-14 10:38:45,04-14 10:39:45,none,none,none,none,0.00,04-14 14:05:50,206,N348101643,LISTAUSDT,long,oppo,,-27.95,-0.0195,24.97,0.0357,-32.90,-0.0470,0.70,0,114.98,33.04,0,0,0,0,4,0
-1,0_0,0_0,30,0, fk6,04-14 10:45:52,04-14 10:46:02,none,none,none,none,0.00,04-14 14:15:37,209,N930702561,ALCHUSDT,long,oppo,,-24.76,-0.0174,1.30,0.0019,-27.25,-0.0389,0.70,0,173.01,36.23,0,0,0,0,5,0
-1,0_0,0_0,6,56, fk6,04-14 10:38:45,04-14 12:26:05,none,none,none,none,0.00,04-14 14:50:44,144,N972120487,BROCCOLIF3BUSDT,short,stopEarn,,-33.40,-0.0233,35.80,0.0262,-55.08,-0.0379,0.70,0,127.77,9.86,0,0,0,0,5,0
-1,0_0,0_0,54,8, fk6,04-14 13:01:20,04-14 13:01:30,none,none,none,none,0.00,04-14 14:55:05,113,N275436851,POPCATUSDT,long,oppo,,-25.19,-0.0177,3.89,0.0056,-26.74,-0.0382,0.70,0,175.76,-16.47,0,0,0,0,6,0
-1,0_0,0_0,7,71, fk6,04-14 11:16:28,04-14 12:09:38,none,none,none,none,0.00,04-14 15:10:37,180,N310873531,PUMPUSDT,short,stopEarn,,14.43,0.0104,47.97,0.0355,-16.51,-0.0351,0.70,0,225.88,3.19,0,0,0,0,6,0
0,0_0,0_0,10,52, fk6,04-14 12:30:54,04-14 12:31:05,none,none,none,none,0.00,04-14 15:45:46,194,N642315817,BRUSDT,short,stopEarn,,43.04,0.0655,84.81,0.1379,-12.66,-0.0178,0.35,0,202.07,45.67,0,0,0,0,6,0
-1,0_0,0_0,35,0, fk6,04-14 10:46:07,04-14 10:46:17,none,none,none,none,0.00,04-14 16:02:32,316,N759255243,NEIROETHUSDT,long,oppo,,-25.89,-0.0182,4.06,0.0058,-25.89,-0.0359,0.70,0,121.02,18.64,0,0,0,0,7,0
0,0_0,0_0,13,6, fk6,04-14 11:16:28,04-14 11:16:48,none,none,none,none,0.00,04-14 16:12:00,295,N482095151,GOATUSDT,short,stopEarn,,24.51,0.0363,38.13,0.0576,-2.72,-0.0039,0.35,0,151.10,69.62,0,0,0,0,7,0
-1,0_0,0_0,43,8, fk6,04-14 13:00:50,04-14 13:42:20,none,none,none,none,0.00,04-14 16:25:29,163,N952662546,ARCUSDT,short,stopEarn,,-11.25,-0.0080,38.03,0.0279,-22.89,-0.0374,0.70,0,189.53,31.20,0,0,0,0,7,0
1,0_0,0_0,14,12, fk6,04-14 16:25:34,04-14 16:25:44,none,none,none,none,0.00,04-14 16:47:39,21,N384443711,VIDTUSDT,short,oppo,,-55.06,-0.0393,5.24,0.0075,-62.92,-0.0825,0.70,0,79.65,-24.93,0,0,0,0,8,0
-1,0_0,0_0,13,13, fk6,04-14 16:13:50,04-14 16:14:00,none,none,none,none,0.00,04-14 17:46:35,92,N814190108,PUMPUSDT,long,oppo,,-22.86,-0.0161,15.39,0.0220,-25.57,-0.0365,0.70,0,319.16,7.19,0,0,0,0,9,0
